"run.id","date","spectrum.id","sample.id","anatomical.part","panel"
202103080900,"08/03/2021","202103080900_2K1","METF2_0005878","head","reference"
202103080900,"08/03/2021","202103080900_2K2","METF2_0005878","head","reference"
202103080900,"08/03/2021","202103080900_2K3","METF2_0005890","head","reference"
202103080900,"08/03/2021","202103080900_2K4","METF2_0005890","head","reference"
202103080900,"08/03/2021","202103080900_2L1","METF2_0005890","head","reference"
202103080900,"08/03/2021","202103080900_2L2","METF2_0005890","head","reference"
202103080900,"08/03/2021","202103080900_2L3","METF2_0005890","head","reference"
202103080900,"08/03/2021","202103080900_2L4","METF2_0005890","head","reference"
202103080900,"08/03/2021","202103080900_3A1","METF2_0005890","head","reference"
202103080900,"08/03/2021","202103080900_3A2","METF2_0005890","head","reference"
202103080900,"08/03/2021","202103080900_3A3","METF2_0005890","head","reference"
202103080900,"08/03/2021","202103080900_3A4","METF2_0005890","head","reference"
202103080900,"08/03/2021","202103080900_3B1","METF2_0005892","head","reference"
202103080900,"08/03/2021","202103080900_3B2","METF2_0005892","head","reference"
202103080900,"08/03/2021","202103080900_3B3","METF2_0005892","head","reference"
202103080900,"08/03/2021","202103080900_3B4","METF2_0005892","head","reference"
202103080900,"08/03/2021","202103080900_3C1","METF2_0005892","head","reference"
202103080900,"08/03/2021","202103080900_3C2","METF2_0005892","head","reference"
202103080900,"08/03/2021","202103080900_3C3","METF2_0005892","head","reference"
202103080900,"08/03/2021","202103080900_3C4","METF2_0005892","head","reference"
202103080900,"08/03/2021","202103080900_3D1","METF2_0005892","head","reference"
202103080900,"08/03/2021","202103080900_3D2","METF2_0005892","head","reference"
202103080900,"08/03/2021","202103080900_3D3","METF2_0005894","head","reference"
202103080900,"08/03/2021","202103080900_3D4","METF2_0005894","head","reference"
202103080900,"08/03/2021","202103080900_3E1","METF2_0005894","head","reference"
202103080900,"08/03/2021","202103080900_3E2","METF2_0005894","head","reference"
202103080900,"08/03/2021","202103080900_3E3","METF2_0005894","head","reference"
202103080900,"08/03/2021","202103080900_3E4","METF2_0005894","head","reference"
202103080900,"08/03/2021","202103080900_3F1","METF2_0005894","head","reference"
202103080900,"08/03/2021","202103080900_3F2","METF2_0005894","head","reference"
202103080900,"08/03/2021","202103080900_3F3","METF2_0005894","head","reference"
202103080900,"08/03/2021","202103080900_3F4","METF2_0005894","head","reference"
202103080900,"08/03/2021","202103080900_3G1","METF2_0005914","head","reference"
202103080900,"08/03/2021","202103080900_3G2","METF2_0005914","head","reference"
202103080900,"08/03/2021","202103080900_3G3","METF2_0005914","head","reference"
202103080900,"08/03/2021","202103080900_3G4","METF2_0005914","head","reference"
202103080900,"08/03/2021","202103080900_3H1","METF2_0005914","head","reference"
202103080900,"08/03/2021","202103080900_3H2","METF2_0005914","head","reference"
202103080900,"08/03/2021","202103080900_3H3","METF2_0005914","head","reference"
202103080900,"08/03/2021","202103080900_3H4","METF2_0005914","head","reference"
202103080900,"08/03/2021","202103080900_3I1","METF2_0005914","head","reference"
202103080900,"08/03/2021","202103080900_3I2","METF2_0005914","head","reference"
202103080900,"08/03/2021","202103080900_3I3","METF2_0005927","head","reference"
202103080900,"08/03/2021","202103080900_3I4","METF2_0005927","head","reference"
202103080900,"08/03/2021","202103080900_3J1","METF2_0005927","head","reference"
202103080900,"08/03/2021","202103080900_3J2","METF2_0005927","head","reference"
202103080900,"08/03/2021","202103080900_3J3","METF2_0005927","head","reference"
202103080900,"08/03/2021","202103080900_3J4","METF2_0005927","head","reference"
202103080900,"08/03/2021","202103080900_3K1","METF2_0005927","head","reference"
202103080900,"08/03/2021","202103080900_3K2","METF2_0005927","head","reference"
202103080900,"08/03/2021","202103080900_3K3","METF2_0005927","head","reference"
202103080900,"08/03/2021","202103080900_3K4","METF2_0005927","head","reference"
202103080900,"08/03/2021","202103080900_3L1","METF2_0005929","head","reference"
202103080900,"08/03/2021","202103080900_3L2","METF2_0005929","head","reference"
202103080900,"08/03/2021","202103080900_3L3","METF2_0005929","head","reference"
202103080900,"08/03/2021","202103080900_3L4","METF2_0005929","head","reference"
202103080900,"08/03/2021","202103080900_4A1","METF2_0005929","head","reference"
202103080900,"08/03/2021","202103080900_4A2","METF2_0005929","head","reference"
202103080900,"08/03/2021","202103080900_4A3","METF2_0005929","head","reference"
202103080900,"08/03/2021","202103080900_4A4","METF2_0005929","head","reference"
202103080900,"08/03/2021","202103080900_4B1","METF2_0005929","head","reference"
202103080900,"08/03/2021","202103080900_4B2","METF2_0005929","head","reference"
202103080900,"08/03/2021","202103080900_4B3","METF2_0005936","head","reference"
202103080900,"08/03/2021","202103080900_4B4","METF2_0005936","head","reference"
202103080900,"08/03/2021","202103080900_4C1","METF2_0005936","head","reference"
202103080900,"08/03/2021","202103080900_4C2","METF2_0005936","head","reference"
202103080900,"08/03/2021","202103080900_4C3","METF2_0005936","head","reference"
202103080900,"08/03/2021","202103080900_4C4","METF2_0005936","head","reference"
202103080900,"08/03/2021","202103080900_4D1","METF2_0005936","head","reference"
202103080900,"08/03/2021","202103080900_4D2","METF2_0005936","head","reference"
202103080900,"08/03/2021","202103080900_4D3","METF2_0005936","head","reference"
202103080900,"08/03/2021","202103080900_4D4","METF2_0005936","head","reference"
202103080900,"08/03/2021","202103080900_4E1","METF2_0005946","head","reference"
202103080900,"08/03/2021","202103080900_4E2","METF2_0005946","head","reference"
202103080900,"08/03/2021","202103080900_4E3","METF2_0005946","head","reference"
202103080900,"08/03/2021","202103080900_4E4","METF2_0005946","head","reference"
202103080900,"08/03/2021","202103080900_4F1","METF2_0005946","head","reference"
202103080900,"08/03/2021","202103080900_4F2","METF2_0005946","head","reference"
202103080900,"08/03/2021","202103080900_4F3","METF2_0005946","head","reference"
202103080900,"08/03/2021","202103080900_4F4","METF2_0005946","head","reference"
202103080900,"08/03/2021","202103080900_4G1","METF2_0005946","head","reference"
202103080900,"08/03/2021","202103080900_4G2","METF2_0005946","head","reference"
202103080900,"08/03/2021","202103080900_4G3","METF2_0008943","head","reference"
202103080900,"08/03/2021","202103080900_4G4","METF2_0008943","head","reference"
202103080900,"08/03/2021","202103080900_4H1","METF2_0008943","head","reference"
202103080900,"08/03/2021","202103080900_4H2","METF2_0008943","head","reference"
202103080900,"08/03/2021","202103080900_4H3","METF2_0008943","head","reference"
202103080900,"08/03/2021","202103080900_4H4","METF2_0008943","head","reference"
202103080900,"08/03/2021","202103080900_4I1","METF2_0008943","head","reference"
202103080900,"08/03/2021","202103080900_4I2","METF2_0008943","head","reference"
